BODY: Zombie_Berserker facing 0 frame 0: x 43, y 80
EXPLODE: Generic_Male_Woodsman facing 1 frame 5: x 48, y 4
EXPLODE: Generic_Male_Woodsman facing 1 frame 6: x 46, y -21
EXPLODE: Generic_Male_Woodsman facing 1 frame 7: x 44, y -46
EXPLODE: Generic_Male_Woodsman facing 1 frame 8: x 42, y -71
EXPLODE: Generic_Male_Woodsman facing 1 frame 9: x 46, y -92
EXPLODE: Generic_Male_Woodsman facing 1 frame 10: x 46, y -92
EXPLODE: Generic_Male_Woodsman facing 1 frame 11: x 46, y -92
EXPLODE: Generic_Male_Woodsman facing 2 frame 0: x 47, y 6
EXPLODE: Generic_Male_Woodsman facing 2 frame 1: x 49, y 25
EXPLODE: Generic_Male_Woodsman facing 2 frame 2: x 51, y 38
EXPLODE: Generic_Male_Woodsman facing 2 frame 3: x 53, y 40
EXPLODE: Generic_Male_Woodsman facing 2 frame 4: x 55, y 29
EXPLODE: Generic_Male_Woodsman facing 2 frame 5: x 53, y 4
EXPLODE: Generic_Male_Woodsman facing 2 frame 6: x 51, y -21
EXPLODE: Generic_Male_Woodsman facing 2 frame 7: x 49, y -46
EXPLODE: Generic_Male_Woodsman facing 2 frame 8: x 47, y -71
EXPLODE: Generic_Male_Woodsman facing 2 frame 9: x 51, y -91
EXPLODE: Generic_Male_Woodsman facing 2 frame 10: x 51, y -91
EXPLODE: Generic_Male_Woodsman facing 2 frame 11: x 51, y -91
EXPLODE: Generic_Male_Woodsman facing 3 frame 0: x 48, y 3
EXPLODE: Generic_Male_Woodsman facing 3 frame 1: x 50, y 22
EXPLODE: Generic_Male_Woodsman facing 3 frame 2: x 52, y 35
EXPLODE: Generic_Male_Woodsman facing 3 frame 3: x 54, y 38
EXPLODE: Generic_Male_Woodsman facing 3 frame 4: x 56, y 27
EXPLODE: Generic_Male_Woodsman facing 3 frame 5: x 54, y 2
EXPLODE: Generic_Male_Woodsman facing 3 frame 6: x 52, y -23
EXPLODE: Generic_Male_Woodsman facing 3 frame 7: x 50, y -48
EXPLODE: Generic_Male_Woodsman facing 3 frame 8: x 48, y -73
EXPLODE: Generic_Male_Woodsman facing 3 frame 9: x 52, y -94
EXPLODE: Generic_Male_Woodsman facing 3 frame 10: x 52, y -94
EXPLODE: Generic_Male_Woodsman facing 3 frame 11: x 52, y -94
BODY: Generic_Male_Sheriff facing 0 frame 0: x 43, y 80
BODY: Generic_Male_Sheriff facing 0 frame 1: x 43, y 80
BODY: Generic_Male_Sheriff facing 0 frame 2: x 43, y 80
BODY: Generic_Male_Sheriff facing 0 frame 3: x 43, y 80
BODY: Generic_Male_Sheriff facing 1 frame 0: x 42, y 82
BODY: Generic_Male_Sheriff facing 1 frame 1: x 42, y 82
BODY: Generic_Male_Sheriff facing 1 frame 2: x 42, y 82
BODY: Generic_Male_Sheriff facing 1 frame 3: x 42, y 82
BODY: Generic_Male_Sheriff facing 2 frame 0: x 47, y 83
BODY: Generic_Male_Sheriff facing 2 frame 1: x 47, y 83
BODY: Generic_Male_Sheriff facing 2 frame 2: x 47, y 83
BODY: Generic_Male_Sheriff facing 2 frame 3: x 47, y 83
BODY: Generic_Male_Sheriff facing 3 frame 0: x 48, y 80
BODY: Generic_Male_Sheriff facing 3 frame 1: x 48, y 80
BODY: Generic_Male_Sheriff facing 3 frame 2: x 48, y 80
BODY: Generic_Male_Sheriff facing 3 frame 3: x 48, y 80
EXPLODE: Generic_Male_Sheriff facing 0 frame 0: x 43, y 3
EXPLODE: Generic_Male_Sheriff facing 0 frame 1: x 45, y 22
EXPLODE: Generic_Male_Sheriff facing 0 frame 2: x 47, y 35
EXPLODE: Generic_Male_Sheriff facing 0 frame 3: x 49, y 37
EXPLODE: Generic_Male_Sheriff facing 0 frame 4: x 51, y 26
EXPLODE: Generic_Male_Sheriff facing 0 frame 5: x 49, y 1
EXPLODE: Generic_Male_Sheriff facing 0 frame 6: x 47, y -24
EXPLODE: Generic_Male_Sheriff facing 0 frame 7: x 45, y -49
EXPLODE: Generic_Male_Sheriff facing 0 frame 8: x 43, y -74
EXPLODE: Generic_Male_Sheriff facing 0 frame 9: x 47, y -94
EXPLODE: Generic_Male_Sheriff facing 0 frame 10: x 47, y -94
EXPLODE: Generic_Male_Sheriff facing 0 frame 11: x 47, y -94
EXPLODE: Generic_Male_Sheriff facing 1 frame 0: x 42, y 5
EXPLODE: Generic_Male_Sheriff facing 1 frame 1: x 44, y 24
EXPLODE: Generic_Male_Sheriff facing 1 frame 2: x 46, y 37
EXPLODE: Generic_Male_Sheriff facing 1 frame 3: x 48, y 40
EXPLODE: Generic_Male_Sheriff facing 1 frame 4: x 50, y 29
EXPLODE: Generic_Male_Sheriff facing 1 frame 5: x 48, y 4
EXPLODE: Generic_Male_Sheriff facing 1 frame 6: x 46, y -21
EXPLODE: Generic_Male_Sheriff facing 1 frame 7: x 44, y -46
EXPLODE: Generic_Male_Sheriff facing 1 frame 8: x 42, y -71
EXPLODE: Generic_Male_Sheriff facing 1 frame 9: x 46, y -92
EXPLODE: Generic_Male_Sheriff facing 1 frame 10: x 46, y -92
EXPLODE: Generic_Male_Sheriff facing 1 frame 11: x 46, y -92
EXPLODE: Generic_Male_Sheriff facing 2 frame 0: x 47, y 6
EXPLODE: Generic_Male_Sheriff facing 2 frame 1: x 49, y 25
EXPLODE: Generic_Male_Sheriff facing 2 frame 2: x 51, y 38
EXPLODE: Generic_Male_Sheriff facing 2 frame 3: x 53, y 40
EXPLODE: Generic_Male_Sheriff facing 2 frame 4: x 55, y 29
EXPLODE: Generic_Male_Sheriff facing 2 frame 5: x 53, y 4
EXPLODE: Generic_Male_Sheriff facing 2 frame 6: x 51, y -21
EXPLODE: Generic_Male_Sheriff facing 2 frame 7: x 49, y -46
EXPLODE: Generic_Male_Sheriff facing 2 frame 8: x 47, y -71
EXPLODE: Generic_Male_Sheriff facing 2 frame 9: x 51, y -91
EXPLODE: Generic_Male_Sheriff facing 2 frame 10: x 51, y -91
EXPLODE: Generic_Male_Sheriff facing 2 frame 11: x 51, y -91
EXPLODE: Generic_Male_Sheriff facing 3 frame 0: x 48, y 3
EXPLODE: Generic_Male_Sheriff facing 3 frame 1: x 50, y 22
EXPLODE: Generic_Male_Sheriff facing 3 frame 2: x 52, y 35
EXPLODE: Generic_Male_Sheriff facing 3 frame 3: x 54, y 38
EXPLODE: Generic_Male_Sheriff facing 3 frame 4: x 56, y 27
EXPLODE: Generic_Male_Sheriff facing 3 frame 5: x 54, y 2
EXPLODE: Generic_Male_Sheriff facing 3 frame 6: x 52, y -23
EXPLODE: Generic_Male_Sheriff facing 3 frame 7: x 50, y -48
EXPLODE: Generic_Male_Sheriff facing 3 frame 8: x 48, y -73
EXPLODE: Generic_Male_Sheriff facing 3 frame 9: x 52, y -94
EXPLODE: Generic_Male_Sheriff facing 3 frame 10: x 52, y -94
EXPLODE: Generic_Male_Sheriff facing 3 frame 11: x 52, y -94
BODY: Generic_Male_Thief facing 0 frame 0: x 43, y 80
BODY: Generic_Male_Thief facing 0 frame 1: x 43, y 80
BODY: Generic_Male_Thief facing 0 frame 2: x 43, y 80
BODY: Generic_Male_Thief facing 0 frame 3: x 43, y 80
BODY: Generic_Male_Thief facing 1 frame 0: x 42, y 82
BODY: Generic_Male_Thief facing 1 frame 1: x 42, y 82
BODY: Generic_Male_Thief facing 1 frame 2: x 42, y 82
BODY: Generic_Male_Thief facing 1 frame 3: x 42, y 82
BODY: Generic_Male_Thief facing 2 frame 0: x 47, y 83
BODY: Generic_Male_Thief facing 2 frame 1: x 47, y 83
BODY: Generic_Male_Thief facing 2 frame 2: x 47, y 83
BODY: Generic_Male_Thief facing 2 frame 3: x 47, y 83
BODY: Generic_Male_Thief facing 3 frame 0: x 48, y 80
BODY: Generic_Male_Thief facing 3 frame 1: x 48, y 80
BODY: Generic_Male_Thief facing 3 frame 2: x 48, y 80
BODY: Generic_Male_Thief facing 3 frame 3: x 48, y 80
EXPLODE: Generic_Male_Thief facing 0 frame 0: x 43, y 3
EXPLODE: Generic_Male_Thief facing 0 frame 1: x 45, y 22
EXPLODE: Generic_Male_Thief facing 0 frame 2: x 47, y 35
EXPLODE: Generic_Male_Thief facing 0 frame 3: x 49, y 37
EXPLODE: Generic_Male_Thief facing 0 frame 4: x 51, y 26
EXPLODE: Generic_Male_Thief facing 0 frame 5: x 49, y 1
EXPLODE: Generic_Male_Thief facing 0 frame 6: x 47, y -24
EXPLODE: Generic_Male_Thief facing 0 frame 7: x 45, y -49
EXPLODE: Generic_Male_Thief facing 0 frame 8: x 43, y -74
EXPLODE: Generic_Male_Thief facing 0 frame 9: x 47, y -94
EXPLODE: Generic_Male_Thief facing 0 frame 10: x 47, y -94
EXPLODE: Generic_Male_Thief facing 0 frame 11: x 47, y -94
EXPLODE: Generic_Male_Thief facing 1 frame 0: x 42, y 5
EXPLODE: Generic_Male_Thief facing 1 frame 1: x 44, y 24
EXPLODE: Generic_Male_Thief facing 1 frame 2: x 46, y 37
EXPLODE: Generic_Male_Thief facing 1 frame 3: x 48, y 40
EXPLODE: Generic_Male_Thief facing 1 frame 4: x 50, y 29
EXPLODE: Generic_Male_Thief facing 1 frame 5: x 48, y 4
EXPLODE: Generic_Male_Thief facing 1 frame 6: x 46, y -21
EXPLODE: Generic_Male_Thief facing 1 frame 7: x 44, y -46
EXPLODE: Generic_Male_Thief facing 1 frame 8: x 42, y -71
EXPLODE: Generic_Male_Thief facing 1 frame 9: x 46, y -92
EXPLODE: Generic_Male_Thief facing 1 frame 10: x 46, y -92
EXPLODE: Generic_Male_Thief facing 1 frame 11: x 46, y -92
EXPLODE: Generic_Male_Thief facing 2 frame 0: x 47, y 6
EXPLODE: Generic_Male_Thief facing 2 frame 1: x 49, y 25
EXPLODE: Generic_Male_Thief facing 2 frame 2: x 51, y 38
EXPLODE: Generic_Male_Thief facing 2 frame 3: x 53, y 40
EXPLODE: Generic_Male_Thief facing 2 frame 4: x 55, y 29
EXPLODE: Generic_Male_Thief facing 2 frame 5: x 53, y 4
EXPLODE: Generic_Male_Thief facing 2 frame 6: x 51, y -21
EXPLODE: Generic_Male_Thief facing 2 frame 7: x 49, y -46
EXPLODE: Generic_Male_Thief facing 2 frame 8: x 47, y -71
EXPLODE: Generic_Male_Thief facing 2 frame 9: x 51, y -91
EXPLODE: Generic_Male_Thief facing 2 frame 10: x 51, y -91
EXPLODE: Generic_Male_Thief facing 2 frame 11: x 51, y -91
EXPLODE: Generic_Male_Thief facing 3 frame 0: x 48, y 3
EXPLODE: Generic_Male_Thief facing 3 frame 1: x 50, y 22
EXPLODE: Generic_Male_Thief facing 3 frame 2: x 52, y 35
EXPLODE: Generic_Male_Thief facing 3 frame 3: x 54, y 38
EXPLODE: Generic_Male_Thief facing 3 frame 4: x 56, y 27
EXPLODE: Generic_Male_Thief facing 3 frame 5: x 54, y 2
EXPLODE: Generic_Male_Thief facing 3 frame 6: x 52, y -23
EXPLODE: Generic_Male_Thief facing 3 frame 7: x 50, y -48
EXPLODE: Generic_Male_Thief facing 3 frame 8: x 48, y -73
EXPLODE: Generic_Male_Thief facing 3 frame 9: x 52, y -94
EXPLODE: Generic_Male_Thief facing 3 frame 10: x 52, y -94
EXPLODE: Generic_Male_Thief facing 3 frame 11: x 52, y -94
BODY: Generic_Male_Merchant facing 0 frame 0: x 43, y 80
BODY: Generic_Male_Merchant facing 0 frame 1: x 43, y 80
BODY: Generic_Male_Merchant facing 0 frame 2: x 43, y 80
BODY: Generic_Male_Merchant facing 0 frame 3: x 43, y 80
BODY: Generic_Male_Merchant facing 1 frame 0: x 42, y 82
BODY: Generic_Male_Merchant facing 1 frame 1: x 42, y 82
BODY: Generic_Male_Merchant facing 1 frame 2: x 42, y 82
BODY: Generic_Male_Merchant facing 1 frame 3: x 42, y 82
BODY: Generic_Male_Merchant facing 2 frame 0: x 47, y 83
BODY: Generic_Male_Merchant facing 2 frame 1: x 47, y 83
BODY: Generic_Male_Merchant facing 2 frame 2: x 47, y 83
BODY: Generic_Male_Merchant facing 2 frame 3: x 47, y 83
BODY: Generic_Male_Merchant facing 3 frame 0: x 48, y 80
BODY: Generic_Male_Merchant facing 3 frame 1: x 48, y 80
BODY: Generic_Male_Merchant facing 3 frame 2: x 48, y 80
BODY: Generic_Male_Merchant facing 3 frame 3: x 48, y 80
EXPLODE: Generic_Male_Merchant facing 0 frame 0: x 43, y 3
EXPLODE: Generic_Male_Merchant facing 0 frame 1: x 45, y 22
EXPLODE: Generic_Male_Merchant facing 0 frame 2: x 47, y 35
EXPLODE: Generic_Male_Merchant facing 0 frame 3: x 49, y 37
EXPLODE: Generic_Male_Merchant facing 0 frame 4: x 51, y 26
EXPLODE: Generic_Male_Merchant facing 0 frame 5: x 49, y 1
EXPLODE: Generic_Male_Merchant facing 0 frame 6: x 47, y -24
EXPLODE: Generic_Male_Merchant facing 0 frame 7: x 45, y -49
EXPLODE: Generic_Male_Merchant facing 0 frame 8: x 43, y -74
EXPLODE: Generic_Male_Merchant facing 0 frame 9: x 47, y -94
EXPLODE: Generic_Male_Merchant facing 0 frame 10: x 47, y -94
EXPLODE: Generic_Male_Merchant facing 0 frame 11: x 47, y -94
EXPLODE: Generic_Male_Merchant facing 1 frame 0: x 42, y 5
EXPLODE: Generic_Male_Merchant facing 1 frame 1: x 44, y 24
EXPLODE: Generic_Male_Merchant facing 1 frame 2: x 46, y 37
EXPLODE: Generic_Male_Merchant facing 1 frame 3: x 48, y 40
EXPLODE: Generic_Male_Merchant facing 1 frame 4: x 50, y 29
EXPLODE: Generic_Male_Merchant facing 1 frame 5: x 48, y 4
EXPLODE: Generic_Male_Merchant facing 1 frame 6: x 46, y -21
EXPLODE: Generic_Male_Merchant facing 1 frame 7: x 44, y -46
EXPLODE: Generic_Male_Merchant facing 1 frame 8: x 42, y -71
EXPLODE: Generic_Male_Merchant facing 1 frame 9: x 46, y -92
EXPLODE: Generic_Male_Merchant facing 1 frame 10: x 46, y -92
EXPLODE: Generic_Male_Merchant facing 1 frame 11: x 46, y -92
EXPLODE: Generic_Male_Merchant facing 2 frame 0: x 47, y 6
EXPLODE: Generic_Male_Merchant facing 2 frame 1: x 49, y 25
EXPLODE: Generic_Male_Merchant facing 2 frame 2: x 51, y 38
EXPLODE: Generic_Male_Merchant facing 2 frame 3: x 53, y 40
EXPLODE: Generic_Male_Merchant facing 2 frame 4: x 55, y 29
EXPLODE: Generic_Male_Merchant facing 2 frame 5: x 53, y 4
EXPLODE: Generic_Male_Merchant facing 2 frame 6: x 51, y -21
EXPLODE: Generic_Male_Merchant facing 2 frame 7: x 49, y -46
EXPLODE: Generic_Male_Merchant facing 2 frame 8: x 47, y -71
EXPLODE: Generic_Male_Merchant facing 2 frame 9: x 51, y -91
EXPLODE: Generic_Male_Merchant facing 2 frame 10: x 51, y -91
EXPLODE: Generic_Male_Merchant facing 2 frame 11: x 51, y -91
EXPLODE: Generic_Male_Merchant facing 3 frame 0: x 48, y 3
EXPLODE: Generic_Male_Merchant facing 3 frame 1: x 50, y 22
EXPLODE: Generic_Male_Merchant facing 3 frame 2: x 52, y 35
EXPLODE: Generic_Male_Merchant facing 3 frame 3: x 54, y 38
EXPLODE: Generic_Male_Merchant facing 3 frame 4: x 56, y 27
EXPLODE: Generic_Male_Merchant facing 3 frame 5: x 54, y 2
EXPLODE: Generic_Male_Merchant facing 3 frame 6: x 52, y -23
EXPLODE: Generic_Male_Merchant facing 3 frame 7: x 50, y -48
EXPLODE: Generic_Male_Merchant facing 3 frame 8: x 48, y -73
EXPLODE: Generic_Male_Merchant facing 3 frame 9: x 52, y -94
EXPLODE: Generic_Male_Merchant facing 3 frame 10: x 52, y -94
EXPLODE: Generic_Male_Merchant facing 3 frame 11: x 52, y -94
BODY: Generic_Male_Farmer facing 0 frame 0: x 43, y 80
BODY: Generic_Male_Farmer facing 0 frame 1: x 43, y 80
BODY: Generic_Male_Farmer facing 0 frame 2: x 43, y 80
BODY: Generic_Male_Farmer facing 0 frame 3: x 43, y 80
BODY: Generic_Male_Farmer facing 1 frame 0: x 42, y 82
BODY: Generic_Male_Farmer facing 1 frame 1: x 42, y 82
BODY: Generic_Male_Farmer facing 1 frame 2: x 42, y 82
BODY: Generic_Male_Farmer facing 1 frame 3: x 42, y 82
BODY: Generic_Male_Farmer facing 2 frame 0: x 47, y 83
BODY: Generic_Male_Farmer facing 2 frame 1: x 47, y 83
BODY: Generic_Male_Farmer facing 2 frame 2: x 47, y 83
BODY: Generic_Male_Farmer facing 2 frame 3: x 47, y 83
BODY: Generic_Male_Farmer facing 3 frame 0: x 48, y 80
BODY: Generic_Male_Farmer facing 3 frame 1: x 48, y 80
BODY: Generic_Male_Farmer facing 3 frame 2: x 48, y 80
BODY: Generic_Male_Farmer facing 3 frame 3: x 48, y 80
EXPLODE: Generic_Male_Farmer facing 0 frame 0: x 43, y 3
EXPLODE: Generic_Male_Farmer facing 0 frame 1: x 45, y 22
EXPLODE: Generic_Male_Farmer facing 0 frame 2: x 47, y 35
EXPLODE: Generic_Male_Farmer facing 0 frame 3: x 49, y 37
EXPLODE: Generic_Male_Farmer facing 0 frame 4: x 51, y 26
EXPLODE: Generic_Male_Farmer facing 0 frame 5: x 49, y 1
EXPLODE: Generic_Male_Farmer facing 0 frame 6: x 47, y -24
EXPLODE: Generic_Male_Farmer facing 0 frame 7: x 45, y -49
EXPLODE: Generic_Male_Farmer facing 0 frame 8: x 43, y -74
EXPLODE: Generic_Male_Farmer facing 0 frame 9: x 47, y -94
EXPLODE: Generic_Male_Farmer facing 0 frame 10: x 47, y -94
EXPLODE: Generic_Male_Farmer facing 0 frame 11: x 47, y -94
EXPLODE: Generic_Male_Farmer facing 1 frame 0: x 42, y 5
EXPLODE: Generic_Male_Farmer facing 1 frame 1: x 44, y 24
EXPLODE: Generic_Male_Farmer facing 1 frame 2: x 46, y 37
EXPLODE: Generic_Male_Farmer facing 1 frame 3: x 48, y 40
EXPLODE: Generic_Male_Farmer facing 1 frame 4: x 50, y 29
EXPLODE: Generic_Male_Farmer facing 1 frame 5: x 48, y 4
EXPLODE: Generic_Male_Farmer facing 1 frame 6: x 46, y -21
EXPLODE: Generic_Male_Farmer facing 1 frame 7: x 44, y -46
EXPLODE: Generic_Male_Farmer facing 1 frame 8: x 42, y -71
EXPLODE: Generic_Male_Farmer facing 1 frame 9: x 46, y -92
EXPLODE: Generic_Male_Farmer facing 1 frame 10: x 46, y -92
EXPLODE: Generic_Male_Farmer facing 1 frame 11: x 46, y -92
EXPLODE: Generic_Male_Farmer facing 2 frame 0: x 47, y 6
EXPLODE: Generic_Male_Farmer facing 2 frame 1: x 49, y 25
EXPLODE: Generic_Male_Farmer facing 2 frame 2: x 51, y 38
EXPLODE: Generic_Male_Farmer facing 2 frame 3: x 53, y 40
EXPLODE: Generic_Male_Farmer facing 2 frame 4: x 55, y 29
EXPLODE: Generic_Male_Farmer facing 2 frame 5: x 53, y 4
EXPLODE: Generic_Male_Farmer facing 2 frame 6: x 51, y -21
EXPLODE: Generic_Male_Farmer facing 2 frame 7: x 49, y -46
EXPLODE: Generic_Male_Farmer facing 2 frame 8: x 47, y -71
EXPLODE: Generic_Male_Farmer facing 2 frame 9: x 51, y -91
EXPLODE: Generic_Male_Farmer facing 2 frame 10: x 51, y -91
EXPLODE: Generic_Male_Farmer facing 2 frame 11: x 51, y -91
EXPLODE: Generic_Male_Farmer facing 3 frame 0: x 48, y 3
EXPLODE: Generic_Male_Farmer facing 3 frame 1: x 50, y 22
EXPLODE: Generic_Male_Farmer facing 3 frame 2: x 52, y 35
EXPLODE: Generic_Male_Farmer facing 3 frame 3: x 54, y 38
EXPLODE: Generic_Male_Farmer facing 3 frame 4: x 56, y 27
EXPLODE: Generic_Male_Farmer facing 3 frame 5: x 54, y 2
EXPLODE: Generic_Male_Farmer facing 3 frame 6: x 52, y -23
EXPLODE: Generic_Male_Farmer facing 3 frame 7: x 50, y -48
EXPLODE: Generic_Male_Farmer facing 3 frame 8: x 48, y -73
EXPLODE: Generic_Male_Farmer facing 3 frame 9: x 52, y -94
EXPLODE: Generic_Male_Farmer facing 3 frame 10: x 52, y -94
EXPLODE: Generic_Male_Farmer facing 3 frame 11: x 52, y -94
BODY: Generic_Male_Officer facing 0 frame 0: x 43, y 80
BODY: Generic_Male_Officer facing 0 frame 1: x 43, y 80
BODY: Generic_Male_Officer facing 0 frame 2: x 43, y 80
BODY: Generic_Male_Officer facing 0 frame 3: x 43, y 80
BODY: Generic_Male_Officer facing 1 frame 0: x 42, y 82
BODY: Generic_Male_Officer facing 1 frame 1: x 42, y 82
BODY: Generic_Male_Officer facing 1 frame 2: x 42, y 82
BODY: Generic_Male_Officer facing 1 frame 3: x 42, y 82
BODY: Generic_Male_Officer facing 2 frame 0: x 47, y 83
BODY: Generic_Male_Officer facing 2 frame 1: x 47, y 83
BODY: Generic_Male_Officer facing 2 frame 2: x 47, y 83
BODY: Generic_Male_Officer facing 2 frame 3: x 47, y 83
BODY: Generic_Male_Officer facing 3 frame 0: x 48, y 80
BODY: Generic_Male_Officer facing 3 frame 1: x 48, y 80
BODY: Generic_Male_Officer facing 3 frame 2: x 48, y 80
BODY: Generic_Male_Officer facing 3 frame 3: x 48, y 80
EXPLODE: Generic_Male_Officer facing 0 frame 0: x 43, y 3
EXPLODE: Generic_Male_Officer facing 0 frame 1: x 45, y 22
EXPLODE: Generic_Male_Officer facing 0 frame 2: x 47, y 35
EXPLODE: Generic_Male_Officer facing 0 frame 3: x 49, y 37
EXPLODE: Generic_Male_Officer facing 0 frame 4: x 51, y 26
EXPLODE: Generic_Male_Officer facing 0 frame 5: x 49, y 1
EXPLODE: Generic_Male_Officer facing 0 frame 6: x 47, y -24
EXPLODE: Generic_Male_Officer facing 0 frame 7: x 45, y -49
EXPLODE: Generic_Male_Officer facing 0 frame 8: x 43, y -74
EXPLODE: Generic_Male_Officer facing 0 frame 9: x 47, y -94
EXPLODE: Generic_Male_Officer facing 0 frame 10: x 47, y -94
EXPLODE: Generic_Male_Officer facing 0 frame 11: x 47, y -94
EXPLODE: Generic_Male_Officer facing 1 frame 0: x 42, y 5
EXPLODE: Generic_Male_Officer facing 1 frame 1: x 44, y 24
EXPLODE: Generic_Male_Officer facing 1 frame 2: x 46, y 37
EXPLODE: Generic_Male_Officer facing 1 frame 3: x 48, y 40
EXPLODE: Generic_Male_Officer facing 1 frame 4: x 50, y 29
EXPLODE: Generic_Male_Officer facing 1 frame 5: x 48, y 4
EXPLODE: Generic_Male_Officer facing 1 frame 6: x 46, y -21
EXPLODE: Generic_Male_Officer facing 1 frame 7: x 44, y -46
EXPLODE: Generic_Male_Officer facing 1 frame 8: x 42, y -71
EXPLODE: Generic_Male_Officer facing 1 frame 9: x 46, y -92
EXPLODE: Generic_Male_Officer facing 1 frame 10: x 46, y -92
EXPLODE: Generic_Male_Officer facing 1 frame 11: x 46, y -92
EXPLODE: Generic_Male_Officer facing 2 frame 0: x 47, y 6
EXPLODE: Generic_Male_Officer facing 2 frame 1: x 49, y 25
EXPLODE: Generic_Male_Officer facing 2 frame 2: x 51, y 38
EXPLODE: Generic_Male_Officer facing 2 frame 3: x 53, y 40
EXPLODE: Generic_Male_Officer facing 2 frame 4: x 55, y 29
EXPLODE: Generic_Male_Officer facing 2 frame 5: x 53, y 4
EXPLODE: Generic_Male_Officer facing 2 frame 6: x 51, y -21
EXPLODE: Generic_Male_Officer facing 2 frame 7: x 49, y -46
EXPLODE: Generic_Male_Officer facing 2 frame 8: x 47, y -71
EXPLODE: Generic_Male_Officer facing 2 frame 9: x 51, y -91
EXPLODE: Generic_Male_Officer facing 2 frame 10: x 51, y -91
EXPLODE: Generic_Male_Officer facing 2 frame 11: x 51, y -91
EXPLODE: Generic_Male_Officer facing 3 frame 0: x 48, y 3
EXPLODE: Generic_Male_Officer facing 3 frame 1: x 50, y 22
EXPLODE: Generic_Male_Officer facing 3 frame 2: x 52, y 35
EXPLODE: Generic_Male_Officer facing 3 frame 3: x 54, y 38
EXPLODE: Generic_Male_Officer facing 3 frame 4: x 56, y 27
EXPLODE: Generic_Male_Officer facing 3 frame 5: x 54, y 2
EXPLODE: Generic_Male_Officer facing 3 frame 6: x 52, y -23
EXPLODE: Generic_Male_Officer facing 3 frame 7: x 50, y -48
EXPLODE: Generic_Male_Officer facing 3 frame 8: x 48, y -73
EXPLODE: Generic_Male_Officer facing 3 frame 9: x 52, y -94
EXPLODE: Generic_Male_Officer facing 3 frame 10: x 52, y -94
EXPLODE: Generic_Male_Officer facing 3 frame 11: x 52, y -94
BODY: Generic_Male_Dervish facing 0 frame 0: x 43, y 80
BODY: Generic_Male_Dervish facing 0 frame 1: x 43, y 80
BODY: Generic_Male_Dervish facing 0 frame 2: x 43, y 80
BODY: Generic_Male_Dervish facing 0 frame 3: x 43, y 80
BODY: Generic_Male_Dervish facing 1 frame 0: x 42, y 82
BODY: Generic_Male_Dervish facing 1 frame 1: x 42, y 82
BODY: Generic_Male_Dervish facing 1 frame 2: x 42, y 82
BODY: Generic_Male_Dervish facing 1 frame 3: x 42, y 82
BODY: Generic_Male_Dervish facing 2 frame 0: x 47, y 83
BODY: Generic_Male_Dervish facing 2 frame 1: x 47, y 83
BODY: Generic_Male_Dervish facing 2 frame 2: x 47, y 83
BODY: Generic_Male_Dervish facing 2 frame 3: x 47, y 83
BODY: Generic_Male_Dervish facing 3 frame 0: x 48, y 80
BODY: Generic_Male_Dervish facing 3 frame 1: x 48, y 80
BODY: Generic_Male_Dervish facing 3 frame 2: x 48, y 80
BODY: Generic_Male_Dervish facing 3 frame 3: x 48, y 80
EXPLODE: Generic_Male_Dervish facing 0 frame 0: x 43, y 3
EXPLODE: Generic_Male_Dervish facing 0 frame 1: x 45, y 22
EXPLODE: Generic_Male_Dervish facing 0 frame 2: x 47, y 35
EXPLODE: Generic_Male_Dervish facing 0 frame 3: x 49, y 37
EXPLODE: Generic_Male_Dervish facing 0 frame 4: x 51, y 26
EXPLODE: Generic_Male_Dervish facing 0 frame 5: x 49, y 1
EXPLODE: Generic_Male_Dervish facing 0 frame 6: x 47, y -24
EXPLODE: Generic_Male_Dervish facing 0 frame 7: x 45, y -49
EXPLODE: Generic_Male_Dervish facing 0 frame 8: x 43, y -74
EXPLODE: Generic_Male_Dervish facing 0 frame 9: x 47, y -94
EXPLODE: Generic_Male_Dervish facing 0 frame 10: x 47, y -94
EXPLODE: Generic_Male_Dervish facing 0 frame 11: x 47, y -94
EXPLODE: Generic_Male_Dervish facing 1 frame 0: x 42, y 5
EXPLODE: Generic_Male_Dervish facing 1 frame 1: x 44, y 24
EXPLODE: Generic_Male_Dervish facing 1 frame 2: x 46, y 37
EXPLODE: Generic_Male_Dervish facing 1 frame 3: x 48, y 40
EXPLODE: Generic_Male_Dervish facing 1 frame 4: x 50, y 29
EXPLODE: Generic_Male_Dervish facing 1 frame 5: x 48, y 4
EXPLODE: Generic_Male_Dervish facing 1 frame 6: x 46, y -21
EXPLODE: Generic_Male_Dervish facing 1 frame 7: x 44, y -46
EXPLODE: Generic_Male_Dervish facing 1 frame 8: x 42, y -71
EXPLODE: Generic_Male_Dervish facing 1 frame 9: x 46, y -92
EXPLODE: Generic_Male_Dervish facing 1 frame 10: x 46, y -92
EXPLODE: Generic_Male_Dervish facing 1 frame 11: x 46, y -92
EXPLODE: Generic_Male_Dervish facing 2 frame 0: x 47, y 6
EXPLODE: Generic_Male_Dervish facing 2 frame 1: x 49, y 25
EXPLODE: Generic_Male_Dervish facing 2 frame 2: x 51, y 38
EXPLODE: Generic_Male_Dervish facing 2 frame 3: x 53, y 40
EXPLODE: Generic_Male_Dervish facing 2 frame 4: x 55, y 29
